train_acc,train_loss,val_acc,val_loss
0.02646315789473684,4.4306135,0.03,4.5141544
0.04570526315789474,4.190846,0.05840000000000001,4.0656667
0.06202105263157895,4.044504,0.07519999999999999,3.9746926
0.07850526315789474,3.9462357,0.0732,3.966475
0.09113684210526317,3.854876,0.09480000000000002,3.8374286
0.10616842105263159,3.7774954,0.1168,3.6852512
0.11846315789473687,3.7057176,0.1332,3.6172047
0.13463157894736844,3.614287,0.14,3.572287
0.1481052631578947,3.5256686,0.15960000000000002,3.4521136
0.16402105263157893,3.4513357,0.1648,3.3893554
0.17414736842105263,3.389207,0.182,3.3450308
0.1879157894736842,3.3243713,0.1888,3.308031
0.19553684210526315,3.270571,0.1812,3.375235
0.2086947368421053,3.2011461,0.22039999999999998,3.153112
0.22126315789473686,3.1477919,0.22240000000000001,3.1766663
0.23271578947368424,3.0762405,0.2388,3.0115898
0.24505263157894738,3.0009441,0.2412,3.0143664
0.2548,2.9404328,0.2592,2.9146442
0.2660421052631579,2.8785613,0.2432,3.000966
0.27926315789473677,2.8213801,0.28240000000000004,2.8175046
0.28861052631578943,2.7666817,0.29,2.761564
0.30178947368421055,2.7099595,0.2944,2.7984354
0.3067578947368421,2.671341,0.2812,2.764844
0.3160210526315789,2.6294267,0.3128,2.6662667
0.32458947368421054,2.5756,0.3024,2.6985946
0.3349684210526316,2.541237,0.308,2.6985946
0.34347368421052626,2.498619,0.31439999999999996,2.5870523
0.35147368421052627,2.4670773,0.3344,2.5836377
0.3585684210526316,2.4260957,0.34800000000000003,2.5055795
0.3649263157894737,2.3952315,0.3488,2.4845371
0.37124210526315793,2.3565433,0.3492,2.4661932
0.3754526315789473,2.328471,0.36479999999999996,2.3999796
0.3856421052631579,2.2951112,0.37479999999999997,2.4060156
0.3917052631578947,2.2724037,0.36560000000000004,2.3989177
0.3973894736842105,2.23924,0.358,2.4829063
0.4011578947368421,2.2139184,0.37799999999999995,2.3625464
0.40924210526315785,2.1930716,0.37120000000000003,2.330812
0.41566315789473685,2.167088,0.3836,2.2816856
0.41993684210526316,2.146959,0.3824,2.3200555
0.42661052631578944,2.1252806,0.3972,2.2585256
0.42909473684210525,2.0983706,0.3736,2.365466
0.4361684210526316,2.0764365,0.396,2.2093558
0.43993684210526307,2.0579154,0.3844000000000001,2.3322864
0.44046315789473683,2.0431843,0.39879999999999993,2.237429
0.44795789473684217,2.0162654,0.4068,2.2110078
0.4509263157894737,2.0028193,0.41480000000000006,2.2266762
0.4549263157894737,1.9848522,0.41240000000000004,2.1876123
0.4594526315789474,1.965296,0.4168,2.1142254
0.4643578947368421,1.9483361,0.42040000000000005,2.1672351
0.4690526315789474,1.9304553,0.4328,2.0947433
0.4701684210526316,1.917888,0.42200000000000004,2.1052358
0.47800000000000004,1.8964616,0.4164,2.1544676
0.4797473684210527,1.8808768,0.43,2.1079829
0.4849684210526316,1.860802,0.43,2.1259398
0.4861684210526316,1.8460711,0.4408000000000001,2.1441238
0.48692631578947365,1.8440479,0.4468,2.0648706
0.49183157894736845,1.8206685,0.4268,2.1560032
0.4948421052631579,1.8114908,0.44040000000000007,2.083219
0.4987578947368422,1.7987661,0.4456,2.037255
0.503578947368421,1.7784584,0.42840000000000006,2.1188374
0.5054105263157894,1.7600905,0.4536,2.007567
0.5080210526315789,1.7540612,0.4524,2.0138078
0.5141052631578947,1.7380942,0.4568,2.026712
0.5137894736842106,1.7270389,0.4604000000000001,1.9951699
0.5179789473684211,1.7174522,0.4504000000000001,2.0462964
0.52,1.7029738,0.45120000000000005,2.0229871
0.5239157894736842,1.6968874,0.45520000000000005,1.9949448
0.5281263157894737,1.6840951,0.44920000000000004,2.009411
0.5281894736842105,1.6824073,0.46480000000000005,2.0014257
0.5328210526315789,1.661433,0.4604000000000001,1.9995599
0.5315157894736842,1.6558925,0.4472,2.0195475
0.5331368421052631,1.6438885,0.4632,1.9896638
0.5404421052631578,1.6291121,0.46759999999999996,1.9659919
0.5390526315789472,1.6321952,0.4664,1.9986596
0.5417263157894737,1.6194749,0.47240000000000004,1.9600537
0.5467157894736842,1.6028757,0.4704,1.9521337
0.5465263157894737,1.5999669,0.4656,1.9784322
0.5484210526315789,1.5926591,0.4752,1.9660071
0.5505263157894736,1.5863956,0.474,1.9563708
0.5502105263157894,1.5811254,0.48160000000000003,1.95801
0.5523578947368422,1.5756177,0.46799999999999997,1.966948
0.5534105263157895,1.5687796,0.478,1.9518294
0.5590736842105263,1.558043,0.47600000000000003,1.9466891
0.5574105263157895,1.5535202,0.484,1.9407599
0.5610526315789474,1.5506368,0.4756,1.93502
0.5611157894736842,1.5461755,0.482,1.9458052
0.5625473684210526,1.5423653,0.47879999999999995,1.9358597
0.5634736842105262,1.5389061,0.4736,1.9379473
0.563978947368421,1.5273019,0.4796,1.9357045
0.5628842105263158,1.527859,0.47800000000000004,1.9396976
0.564421052631579,1.529226,0.47479999999999994,1.9363089
0.5643157894736841,1.5278403,0.48399999999999993,1.9313358
0.5681894736842105,1.521104,0.47839999999999994,1.94208
0.5685052631578946,1.519346,0.48,1.9358135
0.5670526315789474,1.5155885,0.47679999999999995,1.9388341
0.5693052631578948,1.5141807,0.4796,1.9368817
0.565621052631579,1.5160522,0.4796,1.9318717
0.5725894736842105,1.5062387,0.4836,1.932099
0.5694105263157895,1.5081165,0.4736,1.9342612
0.5686736842105263,1.512397,0.47759999999999997,1.9339126
